name,desc
MULTITABLE TURNAJ V KLUBE ,02 Jednotlivci
MULTITABLE TURNAJ V KLUBE ,01 Jednotlivci
ROSENGART CUP 2009 / 2010,10 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,03 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,03 Jednotlivci (Open singles)
ROSENGART CUP 2009 / 2010,09 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,08 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,07 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,06 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,05 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,02 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,02 Dvojice (Open doubles)
ROSENGART CUP 2009 / 2010,04 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,03 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,01 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,01 Jednotlivci (Open singles)
ROSENGART CUP 2009 / 2010,02 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,01 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,20 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,19 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,18 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,17 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,05 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,05 Jednotlivci (Open singles)
MACHNÁČ CUP 2008 / 2009,16 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,15 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,14 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,13 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,04 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,04 Dvojice (Open doubles)
MACHNÁČ CUP 2008 / 2009,12 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,11 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,10 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,09 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,03 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,03 Jednotlivci (Open singles)
AVALON CUP 2008 / 2009,03 Dvojice
MACHNÁČ CUP 2008 / 2009,08 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,07 Losované dvojice PRO/AM
AVALON CUP 2008 / 2009,02 Dvojice
MACHNÁČ CUP 2008 / 2009,06 Losované dvojice PRO/AM
MACHNÁČ CUP 2008 / 2009,05 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,02 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,02 Jednotlivci (Open singles)
MACHNÁČ CUP 2008 / 2009,04 Losované dvojice PRO/AM
AVALON CUP 2008 / 2009,01 Dvojice
MACHNÁČ CUP 2008 / 2009,03 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,01 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2008/09,01 Jednotlivci (Open singles)
MACHNÁČ CUP 2008 / 2009,02 PRO/AM Dvojice
MACHNÁČ CUP 2008 / 2009,01 Losované dvojice PRO/AM
MACHNÁČ CUP 2007 / 2008 ,20 Losované dvojice 
MACHNÁČ CUP 2007 / 2008 ,19 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,18 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Penalty (Forward shoot-out) 
MACHNÁČ CUP 2007 / 2008 ,17 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,16 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,15 Losované dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Losovaný 2Ball (2Ball DYP) 
MACHNÁČ CUP 2007 / 2008 ,14 PRO/AM dvojice 
MULTITABLE TURNAJ V KLUBE ,Jednotlivci (Open singles) 
MACHNÁČ CUP 2007 / 2008 ,13 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,12 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,11 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,10 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,03 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,03 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,03 Losovaný 2Ball (2Ball DYP) 
MULTITABLE TURNAJ V KLUBE ,Jednotlivci (Open singles) 
MACHNÁČ CUP 2007 / 2008 ,09 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,08 Jednotlivci 
MULTITABLE TURNAJ V KLUBE ,Jednotlivci (Open singles) 
MULTITABLE TURNAJ V KLUBE ,Jednotlivci (Open singles) 
MACHNÁČ CUP 2007 / 2008 ,07 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,06 PRO/AM dvojice 
STORM CUP 2007 / 2008 ,04 Dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,02 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,02 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,02 Losovaný 2Ball (2Ball DYP) 
STORM CUP 2007 / 2008 ,03 Dvojice 
MACHNÁČ CUP 2007 / 2008 ,05 Losované dvojice 
STORM CUP 2007 / 2008 ,02 Dvojice 
STORM CUP 2007 / 2008 ,01 Dvojice 
MACHNÁČ CUP 2007 / 2008 ,04 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,01 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,01 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2007/08 ,01 Losované dvojice (D.Y.P.) 
MACHNÁČ CUP 2007 / 2008 ,02 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,03 PRO/AM dvojice 
MACHNÁČ CUP 2007 / 2008 ,01 Losované dvojice 
MACHNÁČ CUP 2006 / 2007 ,20 Dvojice 
MACHNÁČ CUP 2006 / 2007 ,19 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,18 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,05 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,05 Penalty (Forward shoot-out) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,05 Jednotlivci (Open singles) 
MACHNÁČ CUP 2006 / 2007 ,17 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,16 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,15 Losované PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,14 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,04 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,04 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,04 Losované dvojice (D.Y.P.) 
MACHNÁČ CUP 2006 / 2007 ,13 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,12 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,11 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,10 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,03 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,03 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,03 Losovaný 2 Ball (2 BALL D.Y.P.) 
MACHNÁČ CUP 2006 / 2007 ,09 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,08 Dvojice 
MACHNÁČ CUP 2006 / 2007 ,07 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,06 Losované dvojice 
MACHNÁČ CUP 2006 / 2007 ,05 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,02 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,02 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,02 Losované dvojice (D.Y.P.) 
MACHNÁČ CUP 2006 / 2007 ,04 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,03 PRO/AM dvojice 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,01 Dvojice (Open doubles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,01 Jednotlivci (Open singles) 
BRATISLAVSKÝ KRAJSKÝ POHÁR 2006/07 ,01 Losované dvojice (D.Y.P.) 
MACHNÁČ CUP 2006 / 2007 ,02 PRO/AM dvojice 
MACHNÁČ CUP 2006 / 2007 ,01 Losované dvojice 
TT_ROSENGART CUP 2021/22,Losované dvojice
TT_ROSENGART CUP 2021/22_OS,Open jednotivci
TT_ROSENGART CUP 2019/20,10_Losované dvojice
TT_ROSENGART CUP 2019/20,09_Losované dvojice
TT_ROSENGART CUP 2019/20,08_Losované dvojice
TT_ROSENGART CUP 2019/20,07_Losované dvojice
TT_ROSENGART CUP 2019/20,06_Losované dvojice
TT_ROSENGART CUP 2019/20_OS,05_Open jednotlivci
TT_ROSENGART CUP 2019/20_OS,04_Open jednotlivci
MTT_OD 2019/20,Open dvojice
MAJSTROVSTVÁ TRNAVY_AD 2019/20,Amatérske dvojice
MTT_WS 2019/20,Ženy jednotlivci
MTT_OS 2019/20,Open jednotlivci
TT_ROSENGART CUP 2019/20_OS,03_Open jednotlivci
TT_ROSENGART CUP 2019/20_OS,02_Open jednotlivci
TT_ROSENGART CUP 2019/20,01_Losované dvojice
TT_ROSENGART CUP 2018/19,18_Open dvojice
TT_ROSENGART CUP 2018/19,17_Losované dvojice
TT_ROSENGART CUP 2018/19,16_Losované dvojice
TT_ROSENGART CUP 2018/19,15_Losované dvojice
TT_ROSENGART CUP 2018/19,14_Losované dvojice
TT_ROSENGART CUP 2018/19,13_Losované dvojice
TT_ROSENGART CUP 2018/19,12_Losované dvojice
MAJSTROVSTVÁ TRNAVY_AD 2018/19,05_Amatérske dvojice
MAJSTROVSTVÁ TRNAVY_OD 2018/19,05_Open dvojice
SLOVENSKÝ POHÁR KLUBOV 2018/19,05_Trnavský kraj
MAJSTROVSTVÁ TRNAVY_WS 2018/19,05_Ženy jednotlivci
MAJSTROVSTVÁ TRNAVY_2B 2018/19,05_2Ball rollerballl
MAJSTROVSTVÁ TRNAVY_MIX 2018/19,05_Miešané dvojice
MAJSTROVSTVÁ TRNAVY_OS 2018/19,05_Open jednotlivci
MAJSTROVSTVÁ TRNAVY_WD 2018/19,05_Ženy dvojice
MAJSTROVSTVÁ TRNAVY_AS 2018/19,05_Amatéri jednotlivci
TT_ROSENGART CUP 2018/19,11_Losované dvojice
TT_ROSENGART CUP 2018/19,10_Losované dvojice
TT_ROSENGART CUP 2018/19,09_Losované dvojice
TT_ROSENGART CUP 2018/19,08_Losované dvojice
TT_ROSENGART CUP 2018/19,07_Losované dvojice
TT_ROSENGART CUP 2018/19,06_Losované dvojice
TT_ROSENGART CUP 2018/19,05_Losované dvojice
TT_ROSENGART CUP 2018/19,04_Losované dvojice
TT_ROSENGART CUP 2018/19,03_Losované dvojice
TT_ROSENGART CUP 2018/19,02_Losované dvojice
TT_ROSENGART CUP 2018/19,01_Losované dvojice
TT_ROSENGART CUP 2017/18,15_Open dvojice
TT_ROSENGART CUP 2017/18,14_Losované dvojice
TT_ROSENGART CUP 2017/18,13_Open dvojice
TT_ROSENGART CUP 2017/18,12_Losovené dvojice
TT_ROSENGART CUP 2017/18,11_Open dvojice
TT_ROSENGART CUP 2017/18,10_Losované dvojice
MAJSTROVSTVÁ TRNAVY_AD 2017/18,05_Amatérske dvojice
MAJSTROVSTVÁ TRNAVY_OD 2017/18,05_Open dvojice
MAJSTROVSTVÁ TRNAVY_MIX 2017/18,05_Mixed doubles
MAJSTROVSTVÁ TRNAVY_JS 2017/18,05_Junior singles
MAJSTROVSTVÁ TRNAVY_WS 2017/18,05_Women singles
MAJSTROVSTVÁ TRNAVY_SB 2017/18,05_Speedball doubles
MAJSTROVSTVÁ TRNAVY_OS 20171/8,05_Open singles
MAJSTROVSTVÁ TRNAVY_WD 2017/18,05_Women doubles
MAJSTROVSTVÁ TRNAVY_AS 2017/18,05_Amatérski jednotlivci
TT_ROSENGART CUP 2017/18,09_Open dvojice
TT_ROSENGART CUP 2017/18,08_Losované dvojice
TT_ROSENGART CUP 2017/18,07_Open dvojice
TT_ROSENGART CUP 2017/18,06_Losované dvojice
TT_ROSENGART CUP 2017/18,05_Losované dvojice
TT_ROSENGART CUP 2017/18,04_Losované dvojice
TT_ROSENGART CUP 2017/18,03_Losované dvojice
TT_ROSENGART CUP 2017/18,02_Losované dvojice
TT_ROSENGART CUP 2017/18,01_Losované dvojice
TT_SUMMER CUP 2016/17 OD,Losované dvojice
TT_ROSENGART CUP 2016/17,16_Open dvojice
TT_ROSENGART CUP 2016/17,15_Open dvojice
TT_ROSENGART CUP 2016/17,14_Open dvojice
TT_ROSENGART CUP 2016/17,13_Losované dvojice
TT_ROSENGART CUP 2016/17,12_Losované dvojice
TT_ROSENGART CUP 2016/17,11_Losované dvojice
TT_ROSENGART CUP 2016/17,10_Open dvojice
TT_ROSENGART CUP 2016/17,09_Losované dvojice
TT_ROSENGART CUP 2016/17,08_Open dvojice
TT_ROSENGART CUP 2016/17,07_Losované dvojice
TT_ROSENGART CUP 2016/17,06_Losované dvojice
TT_ROSENGART CUP 2016/17,05_Open dvojice
TT_ROSENGART CUP 2016/17,04_Losované dvojice
TT_ROSENGART CUP 2016/17,03_Open dvojice
MAJSTROVSTVÁ TRNAVY_OD 2016/17,02_Open doubles
MAJSTROVSTVÁ TRNAVY_OS 2016/17,02_Open jednotlivci
MAJSTROVSTVÁ TRNAVY_AM 2016/17,02_Amatérske dvojice
TT_ROSENGART CUP 2016/17,02_Open dvojice
TT_ROSENGART CUP 2016/17,01_Open dvojice
TT_ROSENGART CUP 2015/16_OD,11_Open dvojice
TT_ROSENGART CUP 2015/16_OD,10_Open dvojice
TT_ROSENGART CUP 2015/16_OD,09_Losované dvojice Pro/Am
TT_ROSENGART CUP 2015/16_OD,08_Open dvojice
TT_ROSENGART CUP 2015/16_OD,07_Open dvojice
TT_ROSENGART CUP 2015/16_OD,06_Losované dvojice
TT_ROSENGART CUP 2015/16_OD,05_Open dvojice
TT_ROSENGART CUP 2015/16_OD,04_Losované dvojice
TT_ROSENGART CUP 2015/16_OD,03_Losované dvojice
TT_ROSENGART CUP 2015/16_OD,02_Open dvojice
MAJSTROVSTVÁ TRNAVY_OD 2015/16,02_Open doubles
MAJSTROVSTVÁ TRNAVY_AM 2015/16,02_Amatérske dvojice
MAJSTROVSTVÁ TRNAVY_OS 2015/16,02_Open jednotlivci
TT_ROSENGART CUP 2015/16_OD,01_Open dvojice
TT_ROSENGART CUP 2014/15_OD,06_Open dvojice
TT_ROSENGART CUP 2014/15_OD,05_Open dvojice
TT_ROSENGART CUP 2014/15_OD,04_Open dvojice
TT_ROSENGART CUP 2014/15_OD,03_Losované dvojice
MAJSTROVSTVÁ TRNAVY_OS 2014/15,03_Open singles
MAJSTROVSTVÁ TRNAVY_OD 2014/15,03_Open doubles
MAJSTROVSTVÁ TRNAVY_AD 2014/15,03_Amatérske dvojice
TT_ROSENGART CUP 2014/15_OD,02_Losované dvojice
TT_ROSENGART CUP 2014/15_OD,01_Open doubles
TT_ROSENGART CUP 2013/14 OD,06 Open doubles
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,08 Losované dvojice
TT_ROSENGART CUP 2013/14 OD,05 Open doubles
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,07 Losované dvojice
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,06 Losované dvojice
TT_ROSENGART CUP 2013/14 OD,04 Open doubles
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,05 Losované dvojice
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,04 Amatérske dvojice
TT_ROSENGART CUP 2013/14 OD,03 Open doubles
MAJSTROVSTVÁ TRNAVY_OD 2013/14,03 Open doubles
MAJSTROVSTVÁ TRNAVY_OS 2013/14,03 Open singles
MAJSTROVSTVÁ TRNAVY_AD 2013/14,03 Amatérske dvojice
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,03 Amatérske dvojice
TT_ROSENGART CUP 2013/14 OD,02 Open doubles
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,02 Amatérske dvojice
TT_ŠTUDENTSKÝ ROSENGART CUP 2013/14,01 Amatérske dvojice
TT_ROSENGART CUP 2013/14 OD,01 Open doubles
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,03 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,03 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,02 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,02 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,01 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2007/08 ,01 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,05 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,04 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,04 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,03 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,03 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,02 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,02 Jednotlivci (Open singles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,01 Dvojice (Open doubles) 
TRNAVSKÝ KRAJSKÝ POHÁR 2006/07 ,01 Jednotlivci (Open singles) 
NR_ROSENGART CUP 2021/22_OS,Open jednotlivci
NR_ROSENGART CUP 2021/22,Losované dvojice
SA_ROSENGART CUP 2021/22,Losované dvojice
SA_ROSENGART CUP 2021/22,Losované dvojice
SA_ROSENGART CUP 2021/22,Losované dvojice
NR_ROSENGART CUP 2021/22_OS,Open jednotlivci
NR_ROSENGART CUP 2021/22,Losované dvojice
SA_ROSENGART CUP 2021/22_OS,Open jednotivci
SA_ROSENGART CUP 2021/22,Open dvojice
NR_ROSENGART CUP 2021/22,Losované dvojice
SA_ROSENGART CUP 2021/22_OS,Open jednotivci
NR_ROSENGART CUP 2019/20,14_Losované dvojice
NR_ROSENGART CUP 2019/20_OS,13_Open jednotlivci
MNR_OD 2019/20,Open dvojice
MNR_AD 2019/20,Amatérske dvojice
MNR_OS 2019/20,Open jednotlivci
MNR_WS 2019/20,Ženy jednotlivci
SA_ROSENGART CUP 2019/20,13_Open dvojice
SA_ROSENGART CUP 2019/20,12_Losované dvojice
SA_ROSENGART CUP 2019/20,11_Losované dvojice
NR_ROSENGART CUP 2019/20,12_Losované dvojice
SA_ROSENGART CUP 2019/20,10_Losované dvojice
NR_ROSENGART CUP 2019/20,11_Losované dvojice
SA_ROSENGART CUP 2019/20,09_Losované dvojice
NR_ROSENGART CUP 2019/20,10_Losované dvojice
SA_ROSENGART CUP 2019/20,08_Losované dvojice
NR_ROSENGART CUP 2019/20,09_Losované dvojice
NR_ROSENGART CUP 2019/20,08_Losované dvojice
SA_ROSENGART CUP 2019/20,07_Losované dvojice
SA_ROSENGART CUP 2019//20 (X),2Ball Monster DYP
NR_ROSENGART CUP 2019/20,07_Losované dvojice
SA_ROSENGART CUP 2019/20,06_Losované dvojice
NR_ROSENGART CUP 2019/20,06_Losované dvojice
SA_ROSENGART CUP 2019/20,05_Losované dvojice
NR_ROSENGART CUP 2019/20,05_Losované dvojice
SA_ROSENGART CUP 2019/20,04_Losované dvojice
NR_ROSENGART CUP 2019/20,04_Losované dvojice
SA_ROSENGART CUP 2019/20,03_Losované dvojice
NR_ROSENGART CUP 2019/20,03_Losované dvojice
SA_ROSENGART CUP 2019/20,02_Losované dvojice
NR_ROSENGART CUP 2019/20,02_Losované dvojice
SA_ROSENGART CUP 2019/20,01_Losované dvojice
NR_ROSENGART CUP 2019/20,01_Losované dvojice
SA_ROSENGART CUP 2018/19,15_Open dvojice
NR_ROSENGART CUP 2018/19,07_Losované dvojice
SA_ROSENGART CUP 2018/19,14_Losované dvojice
NR_ROSENGART CUP 2018/19,06_Losované dvojice
SA_ROSENGART CUP 2018/19,13_Losované dvojice
MAJSTROVSTVÁ NITRY_OD 2018/19,Open dvojice
MAJSTROVSTVÁ NITRY_OS 2018/19,Open jednotlivci
MAJSTROVSTVÁ NITRY_AM 2018/19,Amatérske dvojice
SLOVENSKÝ POHÁR KLUBOV 2018/19,08_Nitriansky kraj
KN_ROSENGART CUP 2018/19 DYP,05_Losované dvojice
SA_ROSENGART CUP 2018/19,12_Open dvojice
NR_ROSENGART CUP 2018/19,05_Losované dvojice
SA_ROSENGART CUP 2018/19,11_Losované dvojice
NR_ROSENGART CUP 2018/19,04_Losované dvojice
KN_ROSENGART CUP 2018/19 DYP,04_Open dvojice
KN_ROSENGART CUP 2018/19 OS,04_Open jednotlivci
NR_ROSENGART CUP 2018/19,03_Losované dvojice
SA_ROSENGART CUP 2018/19,10_Losované dvojice
SA_ROSENGART CUP 2018/19,09_Losované dvojice
NR_ROSENGART CUP 2018/19,02_Losované dvojice
SA_ROSENGART CUP 2018/19,08_Losované dvojice
KN_ROSENGART CUP 2018/19 DYP,03_Losované dvojice
SA_ROSENGART CUP 2018/19 (X),2Ball Monster DYP
SA_ROSENGART CUP 2018/19,07_Losované dvojice
NR_ROSENGART CUP 2018/19,01_Losované dvojice
SA_ROSENGART CUP 2018/19,06_Open dvojice
KN_ROSENGART CUP 2018/19 DYP,02_Open dvojice
SA_ROSENGART CUP 2018/19,05_Losované dvojice
SA_ROSENGART CUP 2018/19,04_Losované dvojice
SA_ROSENGART CUP 2018/19,03_Open dvojice
SA_ROSENGART CUP 2018/19,02_Losované dvojice
KN_ROSENGART CUP 2018/19 DYP,01_Losované dvojice
SA_ROSENGART CUP 2018/19,01_Losované dvojice
KN_ROSENGART CUP 2017/18,08_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,12_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,11_Losované dvojice
KN_ROSENGART CUP 2017/18,07_Losované dvojice
MAJSTROVSTVÁ NITRY_OD 2017/18,07_Open dvojice
MAJSTROVSTVÁ NITRY_OS 2017/18,07_Open singles
MAJSTROVSTVÁ NITRY_AM 2017/18,07_Amatérske dvojice
SA_ROSENGART CUP 2017/18_DYP,10_Losované dvojice
KN_ROSENGART CUP 2017/18,06_Open dvojice
SA_ROSENGART CUP 2017/18_DYP,09_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,08_Losované dvojice
SA_ROSENGART CUP 2017/18_OS,08_Jednotlivci
KN_ROSENGART CUP 2017/18,05_Open dvojice
SA_ROSENGART CUP 2017/18_DYP,07_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,06_Losované dvojice
KN_ROSENGART CUP 2017/18,04_Open dvojice
KN_ROSENGART CUP 2017/18,03_Losované dvojice
KN_ROSENGART CUP 2017/18 (OS),03_Jednotlivci
SA_ROSENGART CUP 2017/18_DYP,05_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,04_Losované dvojice
KN_ROSENGART CUP 2017/18,02_Open dvojice
SA_ROSENGART CUP 2017/18_DYP,03_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,02_Losované dvojice
SA_ROSENGART CUP 2017/18_DYP,01_Losované dvojice
KN_ROSENGART CUP 2017/18,01_Open dvojice
KN_SUMMER CUP 2016/17 OD,Open dvojice
KN_SUMMER CUP 2016/17 OS,Open jednotlivci
KN_SUMMER CUP 2016/17 OS,Open singles
KN_SUMMER CUP 2016/17 OD,Open dvojice
MAJSTROVSTVÁ NITRY_OD 2016/17,08_Open doubles
MAJSTROVSTVÁ NITRY_AM 2016/17,08_Amatérske dvojice
MAJSTROVSTVÁ NITRY_OS 2016/17,08_Open jednotlivci
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OD,05_Open dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OS,05_Open jednotlivci
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OD,04_Open dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OS,04_Open jednotlivci
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OD,03_Open dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OS,03_Open jednotlivci
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OS,02_Open jednotlivci
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OD,02_Losované dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OD,01_Open dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2016/17_OS,01_Open jednotlivci
KN_ROSENGART CUP 2016/17 (X),06_Losované dvojice
KN_ROSENGART CUP 2015/16_OD,10_Open dvojice
MAJSTROVSTV? NITRY_OD 2015/16,08_Open doubles
MAJSTROVSTV? NITRY_OS 2015/16,08_Open jednotlivci
MAJSTROVSTV? NITRY_AM 2015/16,08_Amat?rske dvojice
KN_ROSENGART CUP 2015/16_DYP,09_Monster Losované dvojice
