name,desc
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2011,Penalty (Forward shoot-out)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2011,Losované dvojice (Draw your partner)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2011,2 Ball rollerball
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2011,Miešané dvojice (Mixed doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2012,Vojna brankárov (Goalie war)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2011,Amatérske dvojice (Amateur doubles SK)
SLOVENSKÝ POHÁR 2010 / 2011 FD,04 2 Ball rollerball
SLOVENSKÝ POHÁR 2010 / 2011 OS,04 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2010 / 2011 OD,04 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2010 / 2011 WS,04 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2010 / 2011 JS,04 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2010 / 2011 JD,04 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2010 / 2011 WD,04 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2010 / 2011 FD,04 Amatérske dvojice (Amateur doubles)
SLOVENSKÝ POHÁR 2010 / 2011 FS,04 Penalty (Forward shoot-out)
SLOVENSKÝ POHÁR 2010 / 2011 DYP,04 Losované dvojice (DYP)
SLOVAK OPEN 2011 OS,Jednotlivci (Open singles)
SLOVAK OPEN 2011 2B,2 Ball rollerball
SLOVAK OPEN 2010 WD,Dvojice ženy (Women doubles)
SLOVAK OPEN 2010 JD,Dvojice juniori (Junior doubles)
SLOVAK OPEN 2011 OD,Dvojice (Open doubles)
SLOVAK OPEN 2010 JS,Jednotlivci juniori (Junior singles)
SLOVAK OPEN 2010 WS,Jednotlivci ženy (Women singles)
SLOVAK OPEN 2011 FSO,Penalty (Forward shoot-out)
SLOVAK OPEN 2011 DYP,Losované dvojice (DYP)
SLOVAK OPEN 2011 AM SK,Amatérske dvojice (Amateur doubles) SK
SLOVAK OPEN 2011 MIXED,Miešané dvojice (Mixed doubles)
SLOVAK OPEN 2011 GOALIE,Vojna brankárov (Goalie war)
SLOVENSKÝ POHÁR 2010 / 2011 OS,03 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2010 / 2011 OD,03 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2010 / 2011 WS,03 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2010 / 2011 WD,03 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2010 / 2011 JS,03 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2010 / 2011 FD,03 Amatérske dvojice (Amateur doubles)
SLOVENSKÝ POHÁR 2010 / 2011 FD,03 2 Ball rollerball
SLOVENSKÝ POHÁR 2010 / 2011 DYP,03 Losované dvojice (DYP)
SLOVENSKÝ POHÁR 2010 / 2011 OS,02 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2010 / 2011 WD,02 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2010 / 2011 JD,02 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2010 / 2011 FD,02 Miešané dvojice (Mixed doubles)
SLOVENSKÝ POHÁR 2010 / 2011 OD,02 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2010 / 2011 JS,02 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2010 / 2011 WS,02 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2010 / 2011 DYP,02 Losovaný 2Ball (2BALL DYP)
SLOVENSKÝ POHÁR 2010 / 2011 FD,02 Amatérske dvojice (Amateur doubles)
SLOVENSKÝ POHÁR 2010 / 2011 DYP,02 Losované dvojice (DYP)
SLOVENSKÝ POHÁR 2010 / 2011 OS,01 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2010 / 2011 FS,01 Vojna brankárov (Goalie war)
SLOVENSKÝ POHÁR 2010 / 2011 JD,01 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2010 / 2011 WD,01 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2010 / 2011 FS,04 Penalty (Forward shoot-out)
SLOVENSKÝ POHÁR 2010 / 2011 OD,01 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2010 / 2011 JS,01 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2010 / 2011 WS,01 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2010 / 2011 FD,01 Amatérske dvojice (Amateur doubles)
SLOVENSKÝ POHÁR 2010 / 2011 DYP,01 Losované dvojice (DYP) saturday's
SLOVENSKÝ POHÁR 2010 / 2011 DYP,01 Losované dvojice (DYP)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Jednotlivci juniori (Junior singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Jednotlivci (Open singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Dvojice ženy (Women doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Dvojice (Open doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Jednotlivci ženy (Women singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Penalty (Forward shoot-out)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Dvojice juniori (Junior doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Miešané dvojice (Mixed doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Losované dvojice (DYP)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Vojna brankárov (Goalie war)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,2 Ball rollerball
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2010,Amatérske dvojice (Amateur doubles) SK
SLOVENSKÝ POHÁR 2009 / 2010 OS,05 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2009 / 2010 WD,05 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,05 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2009 / 2010 OD,05 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2009 / 2010 WS,05 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2009 / 2010 JS,05 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,05 2 Ball rollerball
SLOVENSKÝ POHÁR 2009 / 2010 DYP,05 Losované dvojice (DYP)
SLOVENSKÝ POHÁR 2009 / 2010 OS,04 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2009 / 2010 WD,04 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2009 / 2010 JD,04 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,04 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2009 / 2010 OD,04 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2009 / 2010 JS,04 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2009 / 2010 FS,04 Penalty (Forward shoot-out)
SLOVENSKÝ POHÁR 2009 / 2010 WS,04 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,04 2 Ball rollerball DYP
SLOVENSKÝ POHÁR 2009 / 2010 DYP,04 Losované dvojice (DYP)
SLOVAK OPEN 2010 DYP,Losované dvojice (D.Y.P.)
SLOVAK OPEN 2010 AM,Amatérske dvojice (Amateur doubles) SK
SLOVAK OPEN 2010 OD,Dvojice (Open doubles)
SLOVAK OPEN 2010 GOALIE,Vojna brankárov (Goalie war)
SLOVAK OPEN 2010 MIXED,Miešané dvojice (Mixed doubles)
SLOVAK OPEN 2010 WS,Jednotlivci ženy (Women singles)
SLOVAK OPEN 2010 JS,Jednotlivci juniori (Junior singles)
SLOVAK OPEN 2010 FSO,Penalty (Forward shoot-out)
SLOVAK OPEN 2010 2B,2 Ball rollerball
SLOVAK OPEN 2010 JD,Dvojice juniori (Junior doubles)
SLOVAK OPEN 2010 OS,Jednotlivci (Open singles)
SLOVAK OPEN 2010 WD,Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2009 / 2010 WD,03 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2009 / 2010 OS,03 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,03 2 Ball rollerball DYP
SLOVENSKÝ POHÁR 2009 / 2010 JD,03 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,03 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2009 / 2010 JS,03 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2009 / 2010 OD,03 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2009 / 2010 WS,03 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,03 Miešané dvojice (Mixed doubles)
SLOVENSKÝ POHÁR 2009 / 2010 DYP,03 Losované dvojice (DYP)
SLOVENSKÝ POHÁR 2009 / 2010 OS,02 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,02 2 Ball rollerball
SLOVENSKÝ POHÁR 2009 / 2010 WD,02 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,02 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2009 / 2010 OD,02 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2009 / 2010 WS,02 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2009 / 2010 JS,02 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,02 PRO/AM Dvojice (PRO/AM Doubles)
SLOVENSKÝ POHÁR 2009 / 2010 DYP,02 Losované dvojice (DYP)
SLOVENSKÝ POHÁR 2009 / 2010 OS,01 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2009 / 2010 JD,01 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2009 / 2010 FD,01 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2009 / 2010 JS,01 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2009 / 2010 OD,01 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2009 / 2010 WS,01 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2009 / 2010 FS,01 Vojna brankárov (Goalie war)
SLOVENSKÝ POHÁR 2009 / 2010 DYP,01 Losované dvojice (DYP)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Jednotlivci (Open singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Dvojice juniori (Junior doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Dvojice ženy (Women doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,2Ball rollerball
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Dvojice (Open doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Jednotlivci ženy (Women singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Jednotlivci juniori (Junior singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Penalty (Forward shoot-out)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Losované dvojice (D.Y.P.)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Miešané dvojice (Mixed doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,PRO/AM dvojice (PRO/AM doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Vojna brankárov (Goalie war)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2009,Amatérske dvojice (Amateur doubles) SK
SLOVENSKÝ POHÁR 2008 / 2009 OS,05 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2008 / 2009 WD,05 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JD,05 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,05 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2008 / 2009 WS,05 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2008 / 2009 OD,05 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JS,05 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,05 2Ball rollerball
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,05 Losované dvojice (D.Y.P.)
SLOVAK OPEN 2009,Jednotlivci (Open singles)
SLOVAK OPEN 2009,2 Ball rollerball
SLOVAK OPEN 2009,Dvojice juniori (Junior doubles)
SLOVAK OPEN 2009,Dvojice ženy (Women doubles)
SLOVAK OPEN 2009,Dvojice (Open doubles)
SLOVAK OPEN 2009,Jednotlivci ženy (Women singles)
SLOVAK OPEN 2009,Jednotlivci juniori (Junior singles)
SLOVAK OPEN 2009,Penalty (Forward shoot-out)
SLOVAK OPEN 2009,Losované dvojice (D.Y.P.)
SLOVAK OPEN 2009,Vojna brankárov (Goalie war)
SLOVAK OPEN 2009,Miešané dvojice (Mixed doubles)
SLOVENSKÝ POHÁR 2008 / 2009 WD,04 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2008 / 2009 OS,04 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2008 / 2009 JD,04 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,04 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2008 / 2009 OD,04 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JS,04 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2008 / 2009 WS,04 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2008 / 2009 FS,04 Vojna brankárov (Goalie war)
SLOVENSKÝ POHÁR 2008 / 2009 FD,04 2Ball rollerball losovaný (2Ball DYP)
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,04 Losované dvojice (D.Y.P.)
SLOVENSKÝ POHÁR 2008 / 2009 OD,03 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,03 Losované dvojice (D.Y.P.)
SLOVENSKÝ POHÁR 2008 / 2009 WS,03 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2008 / 2009 JS,03 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,03 Miešané dvojice (Mixed doubles)
SLOVENSKÝ POHÁR 2008 / 2009 OS,03 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2008 / 2009 WD,03 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JD,03 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,03 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2008 / 2009 OS,02 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2008 / 2009 WD,02 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JD,02 Dvojice juniori (Junior doubles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,02 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2008 / 2009 OD,02 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2008 / 2009 WS,02 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2008 / 2009 JS,02 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2008 / 2009 FS,02 Penalty (Forward shoot-out)
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,02 Losované dvojice (D.Y.P.)
SLOVENSKÝ POHÁR 2008 / 2009 OS,01 Jednotlivci (Open singles)
SLOVENSKÝ POHÁR 2008 / 2009 WD,01 Dvojice ženy (Women doubles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,01 Amatérske dvojice (AMATEUR DOUBLES)
SLOVENSKÝ POHÁR 2008 / 2009 OD,01 Dvojice (Open doubles)
SLOVENSKÝ POHÁR 2008 / 2009 WS,01 Jednotlivci ženy (Women singles)
SLOVENSKÝ POHÁR 2008 / 2009 FD,01 PRO/AM dvojice (PRO/AM doubles)
SLOVENSKÝ POHÁR 2008 / 2009 JS,01 Jednotlivci juniori (Junior singles)
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,01 Losované dvojice (D.Y.P.)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Jednotlivci (Open singles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Dvojice ženy (Women doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Dvojice juniori (Junior doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,2 Ball rollerball 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Dvojice (Open doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Ženskí jednotlivci (Women singles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Jednotlivci juniori (Junior singles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Penalty (Forward shoot-out) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Losované dvojice (D.Y.P.) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Miešané dvojice (Mixed doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2008 ,Vojna brankárov (Goalie war) 
SLOVENSKÝ POHÁR 2007 / 2008 OS ,06 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2007 / 2008 WD ,06 Dvojice ženy (Women doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 JD ,06 Dvojice juniori (Junior doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 FD ,06 Amatérske dvojice (AMATEUR DOUBLES) 
SLOVENSKÝ POHÁR 2007 / 2008 OD ,06 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 JS ,06 Jednotlivci juniori (Junior singles) 
SLOVENSKÝ POHÁR 2007 / 2008 WS ,06 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2007 / 2008 FD ,06 2BALL ROLLERBALL DYP 
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,06 Losované dvojice (D.Y.P.) 
SLOVENSKÝ POHÁR 2007 / 2008 JD ,05 Dvojice juniori (Junior doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OS ,05 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2007 / 2008 WD ,05 Dvojice ženy (Women doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OD ,05 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 WS ,05 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2007 / 2008 FD ,05 2BALL ROLLERBALL 
SLOVENSKÝ POHÁR 2007 / 2008 JS ,05 Jednotlivci juniori (Junior singles) 
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,05 Losované dvojice (D.Y.P.) 
SUPERCHALLENGE 2008 OS ,04 Jednotlivci (Open singles) 
SUPERCHALLENGE 2008 WD ,04 Dvojice ženy (Women doubles) 
SUPERCHALLENGE 2008 JD ,04 Dvojice juniori (Junior doubles) 
SUPERCHALLENGE 2008 OD ,04 Dvojice (Open doubles) 
SUPERCHALLENGE 2008 JS ,04 Jednotlivci juniori (Junior singles) 
SUPERCHALLENGE 2008 WS ,04 Ženskí jednotlivci (Women singles) 
SUPERCHALLENGE 2008 DYP ,04 Losované dvojice (D.Y.P.) 
SUPERCHALLENGE 2008 MIX ,04 Miešané dvojice (Mixed doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OS ,03 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2007 / 2008 WD ,03 Dvojice ženy (Women doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 JD ,03 Dvojice juniori (Junior doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OD ,03 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 WS ,03 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2007 / 2008 JS ,03 Jednotlivci juniori (Junior singles) 
SLOVENSKÝ POHÁR 2007 / 2008 FS ,03 Vojna brankárov (Goalie war) 
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,03 Losované dvojice (D.Y.P.) 
SLOVENSKÝ POHÁR 2007 / 2008 OS ,02 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2007 / 2008 WD ,02 Dvojice ženy (Women doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 JD ,02 Dvojice juniori (Junior doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OD ,02 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 WS ,02 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2007 / 2008 JS ,02 Jednotlivci juniori (Junior singles) 
SLOVENSKÝ POHÁR 2007 / 2008 FD ,02 PRO/AM dvojice (PRO/AM doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,02 Losované dvojice (D.Y.P.) 
SLOVENSKÝ POHÁR 2007 / 2008 WD ,01 Dvojice ženy (Women doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OS ,01 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2007 / 2008 JD ,01 Dvojice juniori (Junior doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 OD ,01 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2007 / 2008 WS ,01 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2007 / 2008 JS ,01 Jednotlivci juniori (Junior singles) 
SLOVENSKÝ POHÁR 2007 / 2008 FS ,01 Penalty (Forward shoot-out) 
SLOVENSKÝ POHÁR 2007 / 2008 DYP ,01 Losované dvojice (D.Y.P.) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Jednotlivci (Open singles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Ženské dvojice (Women doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Juniorské dvojice (Junior doubles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 2 Ball rollerball 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Dvojice (Open doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Ženskí jednotlivci (Women singles)
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Juniorskí jednotlivci (Junior sing
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Penalty (Forward shoot-out) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Losované dvojice (D.Y.P.) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Miešané dvojice (Mixed doubles) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Vojna brankárov (Goalie war) 
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 Amatérske dvojice (Amateur doubles
MAJSTROVSTVÁ SLOVENSKA ROSENGART 2007 ,MSR07 PRO/AM dvojice (PRO/AM doubles) 
SUPERCHALLENGE 2007 ,SC07 Jednotlivci (Open singles) 
SUPERCHALLENGE 2007 ,SC07 Ženskí jednotlivci (Women singles) 
SUPERCHALLENGE 2007 ,SC07 2 Ball rollerball 
SUPERCHALLENGE 2007 ,SC07 Dvojice (Open doubles) 
SUPERCHALLENGE 2007 ,SC07 Ženské dvojice (Women doubles) 
SUPERCHALLENGE 2007 ,SC07 Penalty (Forward shoot-out) 
SUPERCHALLENGE 2007 ,SC07 Miešané dvojice (Mixed doubles) 
SUPERCHALLENGE 2007 ,SC07 Losované dvojice (D.Y.P.) 
SUPERCHALLENGE 2007 ,SC07 Vojna brankárov (Goalie war) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Amatérske dvojice (Amateur doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Ženské dvojice (Women doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 2 Ball rollerball 
SLOVENSKÝ POHÁR 2006 / 2007 ,05 Losované dvojice (D.Y.P.) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Amatérske dvojice (Amateur doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Ženské dvojice (Women doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Vojna brankárov (Goalie war) 
SLOVENSKÝ POHÁR 2006 / 2007 ,04 Losované dvojice (D.Y.P.) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Amatérske dvojice (Amateur doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Ženské dvojice (Women doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,03 Miešané dvojice (Mixed doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Amatérske dvojice (Amateur doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Penalty (Forward shoot-out) 
SLOVENSKÝ POHÁR 2006 / 2007 ,02 Ženské dvojice (Women doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Jednotlivci (Open singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Ženskí jednotlivci (Women singles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Amatérske dvojice (Amateur doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Ženské dvojice (Women doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Dvojice (Open doubles) 
SLOVENSKÝ POHÁR 2006 / 2007 ,01 Losované dvojice (D.Y.P.) 
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
BA_ROSENGART CUP 2021/22,Losované dvojice
